"entity_name","entity_regno","entity_regdate","vatid","capital","entity_contact_type","entity_contact","entity_contact_address","entity_contact_address_city","entity_contact_address_country","entity_contact_address_zip","entity_contact_delivery_person","entity_contact_delivery_email","entity_contact_delivery_phone","entity_contact_note"
"iTeam Group OÜ",14498179,"30.05.2018","EE102262652","2500 EUR","ariregistriaddres","","Kaarli pst 1 // Roosikrantsi tn 2","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"iTeam Group OÜ",14498179,"30.05.2018","EE102262652","2500 EUR","email","alexis.yicaa@gmail.com","","","","","","","",""
"iTeam Group OÜ",14498179,"30.05.2018","EE102262652","2500 EUR","notificationemail","alexis.yicaa@gmail.com","","","","","","","",""
"iVentures OÜ",14118165,"21.09.2016","EE102068681",2500,"address","","Roosikrantsi tn 2-242","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"iVentures OÜ",14118165,"21.09.2016","EE102068681",2500,"ariregistriaddres","","Roosikrantsi tn 2-242","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"iVentures OÜ",14118165,"21.09.2016","EE102068681",2500,"email","petroleumtrading.iventures@iventures.ee","","","","","","","",""
"iVentures OÜ",14118165,"21.09.2016","EE102068681",2500,"notificationemail","dtriniol@triniol-conseils.fr","","","","","","","","Kinnitatud 11.02.2019"
"JenoGlobal OÜ",14619795,"04.12.2018","",2500,"address","","Roosikrantsi tn 2-551k","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"JenoGlobal OÜ",14619795,"04.12.2018","",2500,"ariregistriaddres","","","","","","","","",""
"JenoGlobal OÜ",14619795,"04.12.2018","",2500,"delivery","","Gospodar-Jevremova 2","Belgrad","RS",11000,"Bojan Timotijevi?","bt@welcometoserbia.org",+381114035384,""
"JenoGlobal OÜ",14619795,"04.12.2018","",2500,"email","abhishek@jenocreatives.com","","","","","","","",""
"JenoGlobal OÜ",14619795,"04.12.2018","",2500,"notificationemail","leon@consentium.net","","","","","","","",""
"Jubiter Technologies OÜ",14439099,"01.03.2018","EE102272422",12000,"address","","Pärnu mnt 158","Kesklinna linnaosa, Tallinn, Harju maakond","EE",11317,"","","",""
"Jubiter Technologies OÜ",14439099,"01.03.2018","EE102272422",12000,"ariregistriaddres","","Pärnu mnt 158","Tallinn","",11317,"","","",""
"Jubiter Technologies OÜ",14439099,"01.03.2018","EE102272422",12000,"email","richard@jubiter.com","","","","","","","",""
"Kaizen Holding OÜ",12847575,"08.05.2015","","3500 EUR","address","","Roosikrantsi tn 2-174k","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Kaizen Holding OÜ",12847575,"08.05.2015","","3500 EUR","ariregistriaddres","","Roosikrantsi tn 2-174k","Tallinn","EE",10119,"","","",""
"Kaizen Holding OÜ",12847575,"08.05.2015","","3500 EUR","email","a.malyuga@azovmashgroup.com","","","","","","","",""
"Kaizen Holding OÜ",12847575,"08.05.2015","","3500 EUR","notificationemail","a.malyuga@azovmashgroup.com","","","","","","","",""
"kalao labs OÜ",16338238,"11.10.2021","EE102429217",10000,"address","","Pärnu mnt 139e/2-8","Kesklinna linnaosa, Tallinn, Harju maakond","EE",11317,"","","",""
"kalao labs OÜ",16338238,"11.10.2021","EE102429217",10000,"ariregistriaddres","","Pärnu mnt 139e/2-8","Kesklinna linnaosa, Tallinn, Harju maakond","EE",11317,"","","",""
"kalao labs OÜ",16338238,"11.10.2021","EE102429217",10000,"email","contact@kalao.io","","","","","","","",""
"KapitalBanque OÜ",14434110,"21.02.2018","","2500 EUR","ariregistriaddres","","","","","","","","",""
"KapitalBanque OÜ",14434110,"21.02.2018","","2500 EUR","notificationemail","ya@euroswissheritage.com","","","","","","","",""
"Kaps Limited OÜ",16552204,"11.08.2022","",2500,"address","","Roosikrantsi tn 2","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Kaps Limited OÜ",16552204,"11.08.2022","",2500,"ariregistriaddres","","Roosikrantsi tn 2","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Kaps Limited OÜ",16552204,"11.08.2022","",2500,"email","1239@000.ee","","","","","","","",""
"Kaps Limited OÜ",16552204,"11.08.2022","",2500,"notificationemail","andrej91@mail.ru","","","","","","","",""
"Kato Solutions OÜ",14782704,"15.08.2019","",2500,"ariregistriaddres","","","","","","","","",""
"Kato Solutions OÜ",14782704,"15.08.2019","",2500,"email","1130@000.ee","","","","","","","",""
"Kato Solutions OÜ",14782704,"15.08.2019","",2500,"notificationemail","Stefan@clearsky-network.com","","","","","","","",""
"KeyCorpMedia OÜ",14538074,"03.08.2018","EE102123733",2500,"address","","Roosikrantsi tn 2-577k","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"KeyCorpMedia OÜ",14538074,"03.08.2018","EE102123733",2500,"ariregistriaddres","","Roosikrantsi tn 2-577k","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"KeyCorpMedia OÜ",14538074,"03.08.2018","EE102123733",2500,"email","577K@000.ee","","","","","","","",""
"KeyCorpMedia OÜ",14538074,"03.08.2018","EE102123733",2500,"notificationemail","daan@evolvegroup.online","","","","","","","",""
"KH-Sports Promotion OÜ",14092827,"05.08.2016","",2500,"email","alexandra@smpf4.com","","","","","","","",""
"Kirma Services OÜ",14512614,"22.06.2018","",2500,"ariregistriaddres","","","","","","","","",""
"Kirma Services OÜ",14512614,"22.06.2018","",2500,"email","k550@000.ee","","","","","","","",""
"Kirma Services OÜ",14512614,"22.06.2018","",2500,"notificationemail","corporate@speedycs.com","","","","","","","",""
"Kleinman Services OÜ",14762191,"15.07.2019","",2500,"email","Kleinman Services OÜ","","","","","","","",""
"Koonti Capital OÜ",12527698,"29.08.2013","",0,"address","","Narva mnt 5-58","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10151,"","","",""
"Koonti Capital OÜ",12527698,"29.08.2013","",0,"ariregistriaddres","","","","","","","","",""
"Koonti Capital OÜ",12527698,"29.08.2013","",0,"email","joanna.martin@modirum.com","","","","","","","",""
"Korega Services OÜ",14762825,"16.07.2019","EE102431098",2500,"address","","Roosikrantsi tn 2-1080","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Korega Services OÜ",14762825,"16.07.2019","EE102431098",2500,"ariregistriaddres","","Roosikrantsi tn 2-1080","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Korega Services OÜ",14762825,"16.07.2019","EE102431098",2500,"email","1080@000.ee","","","","","","","",""
"Korega Services OÜ",14762825,"16.07.2019","EE102431098",2500,"notificationemail","joost.zuurbier@bitsafe.com","","","","","","","",""
"KRM Advisor OÜ",12018494,"12.11.2010","EE101410162",2516,"address","","Roosikrantsi tn 2-KRM","Tallinn linn","EE",10119,"","","",""
"KRM Advisor OÜ",12018494,"12.11.2010","EE101410162",2516,"ariregistriaddres","","Roosikrantsi tn 2","Tallinn","EE",10119,"","","",""
"KRM Advisor OÜ",12018494,"12.11.2010","EE101410162",2516,"email","info@krm.ee","","","","","","","","ligipääs:
KRMadvisor.99"
"KRM Advisor OÜ",12018494,"12.11.2010","EE101410162",2516,"phone","+372 6077777","","","","","","","",""
"KRM Advisor OÜ",12018494,"12.11.2010","EE101410162",2516,"web","https://estoniancompanyregistration.com/or.ee","","","","","","","",""
"Kryptic Technology OÜ",14729806,"24.05.2019","",2500,"email","Kryptic Technology OÜ","","","","","","","",""
"Krypto Stack OÜ",14520826,"06.07.2018","EE102178063","12000 EUR","address","","Keemia tn 4","Kristiine linnaosa, Tallinn, Harju maakond","EE",10616,"","","",""
"Krypto Stack OÜ",14520826,"06.07.2018","EE102178063","12000 EUR","ariregistriaddres","","Keemia tn 4","Kristiine linnaosa, Tallinn, Harju maakond","EE",10616,"","","",""
"Krypto Stack OÜ",14520826,"06.07.2018","EE102178063","12000 EUR","email","seme@kryptostack.com","","","","","","","",""
"Krypto Stack OÜ",14520826,"06.07.2018","EE102178063","12000 EUR","notificationemail","semebitcoin@gmail.com","","","","","","","",""
"Kryptobox OÜ",16245152,"03.06.2021","","12000 EUR","ariregistriaddres","","","","","","","","",""
"Kryptobox OÜ",16245152,"03.06.2021","","12000 EUR","email","Kryptobox OÜ","","","","","","","",""
"Kryptobox OÜ",16245152,"03.06.2021","","12000 EUR","notificationemail","carlos.castanheira@pc4d.pt","","","","","","","",""
"L.E. Solutions OÜ",16044531,"04.09.2020","","","address","","Roosikrantsi tn 2-1142","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"L.E. Solutions OÜ",16044531,"04.09.2020","","","ariregistriaddres","","Roosikrantsi tn 2-1142","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"L.E. Solutions OÜ",16044531,"04.09.2020","","","email","1142@000.ee","","","","","","","",""
"L.E. Solutions OÜ",16044531,"04.09.2020","","","notificationemail","sharon.laendler@mellius.com","","","","","","","",""
"Lacets Advisory OÜ",14666033,"20.02.2019","EE102369267","2500 EUR","address","","Roosikrantsi tn 2-503k","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Lacets Advisory OÜ",14666033,"20.02.2019","EE102369267","2500 EUR","ariregistriaddres","","Roosikrantsi tn 2-503k","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Lacets Advisory OÜ",14666033,"20.02.2019","EE102369267","2500 EUR","email","christopher@lacetsadv.com","","","","","","","",""
"Lacets Advisory OÜ",14666033,"20.02.2019","EE102369267","2500 EUR","notificationemail","christopher@lacetsadv.com","","","","","","","",""
"Lalli Invest OÜ",10828444,"28.11.2001","",2556,"address","","Roosikrantsi tn 2-40","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Lalli Invest OÜ",10828444,"28.11.2001","",2556,"ariregistriaddres","","Roosikrantsi tn 2-40","Tallinn","EE",10119,"","","",""
"Lalli Invest OÜ",10828444,"28.11.2001","",2556,"email","h.sheasimonds@talk21.com","","","","","","","",""
"Lalli Invest OÜ",10828444,"28.11.2001","",2556,"notificationemail","h.sheasimonds@talk21.com","","","","","","","",""
"Lamden OÜ",14693403,"29.03.2019","",2500,"email","Lamden OÜ","","","","","","","",""
"LAP Machinery Estonia OÜ",14889483,"16.01.2020","",2500,"address","","Roosikrantsi tn 2-1005","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"LAP Machinery Estonia OÜ",14889483,"16.01.2020","",2500,"ariregistriaddres","","Roosikrantsi tn 2-1005","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"LAP Machinery Estonia OÜ",14889483,"16.01.2020","",2500,"email","1005@000.ee","","","","","","","",""
"LAP Machinery Estonia OÜ",14889483,"16.01.2020","",2500,"notificationemail","katri.ruuhilahti@lannenalitus.com","","","","","","","",""
"LaseTech OÜ",14540029,"07.08.2018","",2500,"ariregistriaddres","","","","","","","","",""
"LaseTech OÜ",14540029,"07.08.2018","",2500,"email","595K@000.ee","","","","","","","",""
"LaseTech OÜ",14540029,"07.08.2018","",2500,"notificationemail","sandro.m.shelia@gmail.com","","","","","","","",""
"Lavina Yard OÜ",14102201,"24.08.2016","",2500,"email","lavinayard@gmail.com","","","","","","","","Kontaktisik: Vitaliy Asmolovskiy, Gerdavit OÜ"
"Lawact OÜ",14275120,"09.06.2017","",20000,"ariregistriaddres","","","","","","","","",""
"Lawact OÜ",14275120,"09.06.2017","",20000,"email","info@lawact.ee","","","","","","","",""
"Lawact OÜ",14275120,"09.06.2017","",20000,"notificationemail","f@lawact.ee","","","","","","","",""
"LDJCrypto OÜ",14860503,"02.12.2019","",0,"address","","Kaarli pst 1 // Roosikrantsi tn 2","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"LDJCrypto OÜ",14860503,"02.12.2019","",0,"ariregistriaddres","","","","","","","","",""
"LDJCrypto OÜ",14860503,"02.12.2019","",0,"email","LDJCrypto@000.ee","","","","","","","",""
"LegaLife OÜ",16360485,"08.11.2021","EE102432754",2500,"address","","Kaarli pst 1 // Roosikrantsi tn 2","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"LegaLife OÜ",16360485,"08.11.2021","EE102432754",2500,"ariregistriaddres","","Kaarli pst 1 // Roosikrantsi tn 2","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"LegaLife OÜ",16360485,"08.11.2021","EE102432754",2500,"email","cenfillevkin@gmail.com","","","","","","","",""
"LegaLife OÜ",16360485,"08.11.2021","EE102432754",2500,"notificationemail","cenfillevkin@gmail.com","","","","","","","",""
"Lensify OÜ",14170289,"16.12.2016","EE101935728",2500,"address","","Narva mnt 5","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10117,"","","",""
"Lensify OÜ",14170289,"16.12.2016","EE101935728",2500,"ariregistriaddres","","Narva mnt 5","Tallinn","EE",10117,"","","",""
"Lensify OÜ",14170289,"16.12.2016","EE101935728",2500,"email","erika.truksinaite@gmail.com","","","","","","","",""
"Leverage Marketing OÜ",14619045,"03.12.2018","EE102127331","2500 EUR","address","","Roosikrantsi tn 2-690k","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Leverage Marketing OÜ",14619045,"03.12.2018","EE102127331","2500 EUR","ariregistriaddres","","Roosikrantsi tn 2-690k","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Leverage Marketing OÜ",14619045,"03.12.2018","EE102127331","2500 EUR","email","690K@000.ee","","","","","","","",""
"Leverage Marketing OÜ",14619045,"03.12.2018","EE102127331","2500 EUR","notificationemail","lizzette@lmfze.com","","","","","","","",""
"Limaton OÜ",14929295,"05.03.2020","EE102338777","2500 EUR","address","","Roosikrantsi tn 2-1278","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Limaton OÜ",14929295,"05.03.2020","EE102338777","2500 EUR","ariregistriaddres","","Roosikrantsi tn 2-1278","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Limaton OÜ",14929295,"05.03.2020","EE102338777","2500 EUR","email","1278@000.ee","","","","","","","",""
"Limaton OÜ",14929295,"05.03.2020","EE102338777","2500 EUR","notificationemail","lior.rozenberg@mellius.com","","","","","","","",""
"Limaton OÜ",14929295,"05.03.2020","EE102338777","2500 EUR","phone","+44 7877840995","","","","","","","",""
"LIMITLEX PRO OÜ",14905615,"06.02.2020","",250000,"address","","Telliskivi tn 57d","Põhja-Tallinna linnaosa, Tallinn, Harju maakond","EE",10412,"","","",""
"LIMITLEX PRO OÜ",14905615,"06.02.2020","",250000,"ariregistriaddres","","Telliskivi tn 57d","Põhja-Tallinna linnaosa, Tallinn, Harju maakond","EE",10412,"","","",""
"LIMITLEX PRO OÜ",14905615,"06.02.2020","",250000,"email","info@limitlex.io","","","","","","","",""
"LIMITLEX PRO OÜ",14905615,"06.02.2020","",250000,"notificationemail","timur@limitlex.io","","","","","","","",""
"Little Publica OÜ",16490928,"01.05.2022","EE102544215",2500,"address","","Kaarli pst 1 // Roosikrantsi tn 2","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Little Publica OÜ",16490928,"01.05.2022","EE102544215",2500,"ariregistriaddres","","Kaarli pst 1 // Roosikrantsi tn 2","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Little Publica OÜ",16490928,"01.05.2022","EE102544215",2500,"email","1209@000.ee","","","","","","","",""
"Little Publica OÜ",16490928,"01.05.2022","EE102544215",2500,"notificationemail","kain@publica.fi","","","","","","","",""
"LITWAM OÜ",14737655,"05.06.2019","",2500,"email","litwame@tutanota.com","","","","","","","",""
"Lmnto OÜ",16077832,"16.10.2020","EE102348026","5000 EUR","address","","Roosikrantsi tn 2-1071","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Lmnto OÜ",16077832,"16.10.2020","EE102348026","5000 EUR","ariregistriaddres","","Roosikrantsi tn 2-1071","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Lmnto OÜ",16077832,"16.10.2020","EE102348026","5000 EUR","email","info@lmnto.tech","","","","","","","",""
"Lmnto OÜ",16077832,"16.10.2020","EE102348026","5000 EUR","notificationemail","claudia.meriano@lmnto.tech","","","","","","","",""
"Long Hill Partnership OÜ",14470666,"16.04.2018","",2500,"email","Long Hill Partnership OÜ","","","","","","","",""
"Lotens Services OÜ",14749411,"25.06.2019","",2500,"ariregistriaddres","","","","","","","","",""
"Lotens Services OÜ",14749411,"25.06.2019","",2500,"email","Lotens Services OÜ","","","","","","","",""
"LOVBYLOV Group OÜ",14383163,"04.12.2017","",2500,"address","","Männimäe","Pudisoo küla, Kuusalu vald, Harjumaa","EE",74626,"","","",""
"LOVBYLOV Group OÜ",14383163,"04.12.2017","",2500,"ariregistriaddres","","Männimäe","Kuusalu vald","EE",74626,"","","",""
"LOVBYLOV Group OÜ",14383163,"04.12.2017","",2500,"email","hey@fakbyfak.com","","","","","","","",""
"LUDOLINK OÜ",14072434,"29.06.2016","EE101948838",2508,"address","","Nurme tn 16","Nõmme linnaosa, Tallinn, Harju maakond","EE",11621,"","","",""
"LUDOLINK OÜ",14072434,"29.06.2016","EE101948838",2508,"ariregistriaddres","","Nurme tn 16","Nõmme linnaosa, Tallinn, Harju maakond","EE",11621,"","","",""
"LUDOLINK OÜ",14072434,"29.06.2016","EE101948838",2508,"email","info@ludolink.com","","","","","","","",""
"LUDOLINK OÜ",14072434,"29.06.2016","EE101948838",2508,"notificationemail","jussi.juutinen@ludolink.com","","","","","","","",""
"LUDOLINK OÜ",14072434,"29.06.2016","EE101948838",2508,"phone","+372 6006639","","","","","","","",""
"LUMBERER OÜ",14711259,"24.04.2019","EE102248582","2500 EUR","address","","Roosikrantsi tn 2-1046","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"LUMBERER OÜ",14711259,"24.04.2019","EE102248582","2500 EUR","ariregistriaddres","","Roosikrantsi tn 2-1046","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"LUMBERER OÜ",14711259,"24.04.2019","EE102248582","2500 EUR","email","oy.8@eesti.ee","","","","","","","",""
"LUMBERER OÜ",14711259,"24.04.2019","EE102248582","2500 EUR","notificationemail","e@21.lv","","","","","","","",""
"LUMBERER OÜ",14711259,"24.04.2019","EE102248582","2500 EUR","phone","+372 6027636","","","","","","","",""
"M C I Est OÜ",14661366,"13.02.2019","",2500,"ariregistriaddres","","","","","","","","",""
"M C I Est OÜ",14661366,"13.02.2019","",2500,"email","mcihs@protonmail.com","","","","","","","",""
"Madesa Europe OÜ",14691195,"27.03.2019","EE102334043","2500 EUR","address","","Roosikrantsi tn 2-755k","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Madesa Europe OÜ",14691195,"27.03.2019","EE102334043","2500 EUR","ariregistriaddres","","Roosikrantsi tn 2-755k","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Madesa Europe OÜ",14691195,"27.03.2019","EE102334043","2500 EUR","email","wisoroy@gmail.com","","","","","","","",""
"Madesa Europe OÜ",14691195,"27.03.2019","EE102334043","2500 EUR","notificationemail","tatiane@madesa.com","","","","","","","",""
"Magnus OÜ",14978850,"27.05.2020","EE102275623",12000,"address","","Roseni tn 13","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10111,"","","",""
"Magnus OÜ",14978850,"27.05.2020","EE102275623",12000,"ariregistriaddres","","Roseni tn 13","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10111,"","","",""
"Magnus OÜ",14978850,"27.05.2020","EE102275623",12000,"email","compliance@magnus-ou.com","","","","","","","",""
"Magnus OÜ",14978850,"27.05.2020","EE102275623",12000,"notificationemail","poly.s@barucholdings.com","","","","","","","",""
"Manasloop OÜ",14930783,"06.03.2020","EE102243532","2500 EUR","address","","Tornimäe tn 3 // 5 // 7","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10145,"","","",""
"Manasloop OÜ",14930783,"06.03.2020","EE102243532","2500 EUR","ariregistriaddres","","Tornimäe tn 3 // 5 // 7","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10145,"","","",""
"Manasloop OÜ",14930783,"06.03.2020","EE102243532","2500 EUR","email","contact@chrishjorth.com","","","","","","","",""
"Manville OÜ",11013559,"02.02.2004","","2556 EUR","address","","Roosikrantsi tn 2-152","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Manville OÜ",11013559,"02.02.2004","","2556 EUR","ariregistriaddres","","Roosikrantsi tn 2-152","Tallinn","EE",10119,"","","",""
"Manville OÜ",11013559,"02.02.2004","","2556 EUR","email","jan@suisse.com","","","","","","","",""
"Manville OÜ",11013559,"02.02.2004","","2556 EUR","notificationemail","jan@suisse.com","","","","","","","",""
"Manville OÜ",11013559,"02.02.2004","","2556 EUR","phone","+46 705817098","","","","","","","",""
"Maple Solutions OÜ",14445832,"09.03.2018","EE102352915","2500 EUR","address","","Roosikrantsi tn 2-458k","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Maple Solutions OÜ",14445832,"09.03.2018","EE102352915","2500 EUR","ariregistriaddres","","Roosikrantsi tn 2-458k","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Maple Solutions OÜ",14445832,"09.03.2018","EE102352915","2500 EUR","email","maplesolutionsou@gmail.com","","","","","","","",""
"Maple Solutions OÜ",14445832,"09.03.2018","EE102352915","2500 EUR","notificationemail","roy.schlaim@mellius.com","","","","","","","",""
"Marepaveo OÜ",14849207,"15.11.2019","",2500,"ariregistriaddres","","","","","","","","",""
"Marepaveo OÜ",14849207,"15.11.2019","",2500,"email","Marepaveo OÜ","","","","","","","",""
"Marepaveo OÜ",14849207,"15.11.2019","",2500,"notificationemail","matt@seaquake.io","","","","","","","",""
"Markab OÜ",14625423,"13.12.2018","",12500,"address","","Mäealuse tn 3a","Tallinn","EE",12619,"","","",""
"Markab OÜ",14625423,"13.12.2018","",12500,"ariregistriaddres","","Mäealuse tn 3a","Tallinn","",12619,"","","",""
"Markab OÜ",14625423,"13.12.2018","",12500,"email","contact@diamont.ee","","","","","","","",""
"Marquis Technologies OÜ",14247879,"25.04.2017","",2500,"address","","Roosikrantsi tn 2-1157","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Marquis Technologies OÜ",14247879,"25.04.2017","",2500,"ariregistriaddres","","Roosikrantsi tn 2-1157","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Marquis Technologies OÜ",14247879,"25.04.2017","",2500,"email","1157@000.ee","","","","","","","",""
"Marquis Technologies OÜ",14247879,"25.04.2017","",2500,"notificationemail","oabhyankar@marquistech.com","","","","","","","",""
"Masarik Media OÜ",14098310,"17.08.2016","EE102229530",2500,"address","","Roosikrantsi tn 2-249","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Masarik Media OÜ",14098310,"17.08.2016","EE102229530",2500,"ariregistriaddres","","Roosikrantsi tn 2-249","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Masarik Media OÜ",14098310,"17.08.2016","EE102229530",2500,"email","tsafrirp@gmail.com","","","","","","","",""
"Masarik Media OÜ",14098310,"17.08.2016","EE102229530",2500,"notificationemail","tsafrirp@gmail.com","","","","","","","",""
"MasterGroup OÜ",11986607,"01.09.2010","",2556,"address","","Roosikrantsi tn 2-81","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"MasterGroup OÜ",11986607,"01.09.2010","",2556,"ariregistriaddres","","Roosikrantsi tn 2-81","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"MasterGroup OÜ",11986607,"01.09.2010","",2556,"email","MasterGroup OÜ","","","","","","","",""
"MasterGroup OÜ",11986607,"01.09.2010","",2556,"notificationemail","laara@devaney.eu","","","","","","","",""
"Mastership Solutions A.D. OÜ",14464217,"05.04.2018","",2500,"address","","Lai tn 13-6","Valga vald","EE",68203,"","","",""
"Mastership Solutions A.D. OÜ",14464217,"05.04.2018","",2500,"ariregistriaddres","","Lai tn 13-6","Valga vald","EE",68203,"","","",""
"Mastership Solutions A.D. OÜ",14464217,"05.04.2018","",2500,"email","solutionsmastership@gmail.com","","","","","","","",""
"Matador Group OÜ",14500835,"04.06.2018","","2500 EUR","address","","Männimäe","Pudisoo küla, Kuusalu vald, Harju maakond","EE",74626,"","","",""
"Matador Group OÜ",14500835,"04.06.2018","","2500 EUR","ariregistriaddres","","Männimäe","Pudisoo küla, Kuusalu vald, Harju maakond","EE",74626,"","","",""
"Matador Group OÜ",14500835,"04.06.2018","","2500 EUR","email","dmitry.gavrilin@eesti.ee","","","","","","","",""
"MDCM Wealth OÜ",14956073,"21.04.2020","",2500,"address","","","","","","","","",""
"MDCM Wealth OÜ",14956073,"21.04.2020","",2500,"ariregistriaddres","","","","","","","","",""
"MDCM Wealth OÜ",14956073,"21.04.2020","",2500,"email","MDCM Wealth OÜ","","","","","","","",""
"Meaningful Print SA",90015867,"24.01.2023","",NULL,"address","","Roosikrantsi tn 2--1273","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Meaningful Print SA",90015867,"24.01.2023","",NULL,"ariregistriaddres","","Roosikrantsi tn 2--1273","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Meaningful Print SA",90015867,"24.01.2023","",NULL,"email","hello@meaningfulprint.org","","","","","","","",""
"Meaningful Print SA",90015867,"24.01.2023","",NULL,"notificationemail","support@printagainstwar.org","","","","","","","",""
"Megalith Global Solutions OÜ",14302650,"28.07.2017","",2500,"address","","Roosikrantsi tn 2-74","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Megalith Global Solutions OÜ",14302650,"28.07.2017","",2500,"ariregistriaddres","","Roosikrantsi tn 2-74","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"Megalith Global Solutions OÜ",14302650,"28.07.2017","",2500,"email","omergal@me.com","","","","","","","",""
"Megalith Global Solutions OÜ",14302650,"28.07.2017","",2500,"notificationemail","gazitim@zahav.net.il","","","","","","","",""
"Mellius AG","CHE-231.013.465","00.00.0000","",NULL,"address","","Bahnhofplatz 5","Sarnen","CH",6060,"","","",""
"Mellius AG","CHE-231.013.465","00.00.0000","",NULL,"notificationemail","accounting@mellius.com","","","","","","","",""
"MerchantTek OÜ",16218161,"29.04.2021","EE102386282",2500,"address","","Roosikrantsi tn 2-1067","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"MerchantTek OÜ",16218161,"29.04.2021","EE102386282",2500,"ariregistriaddres","","Roosikrantsi tn 2-1067","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
"MerchantTek OÜ",16218161,"29.04.2021","EE102386282",2500,"email","merchanttek@gmail.com","","","","","","","",""
"MerchantTek OÜ",16218161,"29.04.2021","EE102386282",2500,"notificationemail","merchanttek@gmail.com","","","","","","","",""
"Metropolis TechTrust OÜ",14418944,"30.01.2018","",50000,"ariregistriaddres","","","","","","","","",""
"Metropolis TechTrust OÜ",14418944,"30.01.2018","",50000,"email","Metropolis TechTrust OÜ","","","","","","","",""
"Metropolis TechTrust OÜ",14418944,"30.01.2018","",50000,"notificationemail","mk@mciclt.net","","","","","","","",""
"Millennial Ventures OÜ",14583933,"10.10.2018","",2500,"address","","Roosikrantsi tn 2-591k","Kesklinna linnaosa, Tallinn, Harju maakond","EE",10119,"","","",""
